Gene name	Human gene name
Nectin1	NECTIN1
Sftpb	SFTPB
Mob3b	MOB3B
Setd1a	
Tmem252	TMEM252
Parva	PARVA
Eme2	EME2
Cacna1i	CACNA1I
Dock5	DOCK5
Pmvk	PMVK
C1d	C1D
	DMRT1
Zfp688	ZNF688
Cish	CISH
Lrrc1	LRRC1
	CAPN1
Oit3	OIT3
Asb3	ASB3
Rbbp7	RBBP7
	LCE3D
	LCE3E
	GIPC1
Zfp646	ZNF646
Dnaja4	DNAJA4
Tjp2	TJP2
	OR8G2P
	OR8G3P
Tekt4	MAFIP
Tekt4	TEKT4
D2hgdh	D2HGDH
	CHIA
Chkb	CHKB
Slc9a9	SLC9A9
Usp13	USP13
Prmt8	PRMT8
Lrp2bp	LRP2BP
Adamts8	ADAMTS8
	MUC2
Cabp7	CABP7
Or10d1	
Setd3	SETD3
Cenpe	CENPE
Csf1r	CSF1R
Supt5	SUPT5H
Aph1a	APH1A
	THAP4
Dnajc21	DNAJC21
Cyp4f13	CYP4F8
Esyt2	ESYT2
Olfm3	OLFM3
Hax1	HAX1
	OR8B3
	OR8B2
Srpk1	SRPK1
Arid5b	ARID5B
Styk1	STYK1
Afap1l2	AFAP1L2
Myo1c	MYO1C
Dcc	DCC
Aldh2	ALDH2
Tmem203	TMEM203
	CYP4F8
Wwp1	WWP1
Bbs4	BBS4
Yy1	YY1
Zdhhc22	ZDHHC22
Trabd	TRABD
Gstm7	GSTM2
Ahsa1	AHSA1
Afg1l	AFG1L
Slc5a2	SLC5A2
Auts2	AUTS2
Vwc2l	VWC2L
Nccrp1	NCCRP1
Hscb	HSCB
Numa1	NUMA1
Agbl1	AGBL1
Or51e1	OR51E1
Rxrb	RXRB
Chrna2	CHRNA2
Plscr4	PLSCR4
Slc1a1	SLC1A1
Ap5m1	AP5M1
	OR8D1
	ASCC1
	HDGF
Lyrm4	LYRM4
Pik3c2a	PIK3C2A
Hapstr1	HAPSTR1
Trappc11	TRAPPC11
Mark3	MARK3
Lrp1	LRP1
Rbks	RBKS
Rbbp9	RBBP9
Itih5	ITIH5
	CCDC73
BC004004	C6orf89
Or6x1	OR6X1
Lefty1	LEFTY2
Lefty1	LEFTY1
Pax9	PAX9
Crocc	CROCC
Gtf2f1	
Sf3b1	SF3B1
Ubp1	UBP1
Abcb4	ABCB4
Mid1	MID1
Lim2	LIM2
Npw	NPW
Hltf	HLTF
Ccer1	CCER1
E2f8	E2F8
Gabarapl1	GABARAPL1
Chmp3	CHMP3
Nalf1	NALF1
Tspan15	TSPAN15
Adra1d	ADRA1D
Dpy19l4	DPY19L4
Papolg	PAPOLG
	PHKG2
Camk2n2	CAMK2N2
Cnih1	CNIH1
Dhx29	DHX29
Il10	IL10
Pcbd1	PCBD1
Med29	MED29
	COPRS
Or52m1	OR52M1
Fam32a	FAM32A
Cc2d2a	CC2D2A
Eif2b3	EIF2B3
Tcaf3	
	NEMF
Zng1	ZNG1E
Zng1	ZNG1C
Zng1	ZNG1F
	KAZN
Epn1	EPN1
	SLC39A13
	EIF4G3
Kat8	KAT8
	GAN
Bmpr2	BMPR2
Psmc4	PSMC4
	FAM9B
	FAM9A
	FAM9C
Plk2	PLK2
	OR2L13
Stra6	STRA6
	MRPL13
Pnpla1	PNPLA1
Krtcap3	KRTCAP3
Or51r1	
	SLFN5
Cldn10	CLDN10
C1qtnf4	C1QTNF4
Lipn	LIPN
Prkag3	PRKAG3
Gpx8	GPX8
Mthfr	MTHFR
Or4d5	OR4D5
Adcyap1r1	ADCYAP1R1
Bcap31	BCAP31
Fastkd2	FASTKD2
Pcnp	PCNP
	NOP16
	EAF1
Cntnap2	CNTNAP2
Crct1	
Itm2a	ITM2A
Tmem132d	TMEM132D
Chst12	CHST12
Tpx2	TPX2
Upp1	UPP1
Meikin	MEIKIN
Gprin1	GPRIN1
Galr1	GALR1
Ccdc201	CCDC201
Madd	MADD
	FBRS
Fxn	FXN
	ETV2
	IGSF23
Gripap1	GRIPAP1
Pag1	PAG1
Tigit	TIGIT
Gstk1	GSTK1
B3galt6	B3GALT6
Slc13a5	SLC13A5
Hspa9	HSPA9
Dram2	DRAM2
	PRRT2
Abcg4	ABCG4
4930563E22Rik	C17orf100
	ZSCAN18
Neurl1b	NEURL1B
Zfp771	ZNF771
Mrpl41	MRPL41
Catsperd	CATSPERD
Or52p2	
Lhx9	LHX9
Cep128	CEP128
	SLAIN2
Ifnlr1	IFNLR1
Kcnn1	KCNN1
Pgm5	PGM5
Arsj	ARSJ
Mmachc	MMACHC
Farsa	FARSA
Nrarp	NRARP
Clpsl2	CLPSL2
	DOCK8
Hspa4	HSPA4
Tmem74	TMEM74
Enox2	ENOX2
Mtmr7	MTMR7
Prr14	PRR14
Or10g6	OR10G6
Pak6	PAK6
Zfp277	ZNF277
Bbc3	BBC3
Olfml2b	OLFML2B
Prkag2	PRKAG2
Nectin2	NECTIN2
Gkap1	GKAP1
	NCOA4
Dag1	DAG1
Cadm4	CADM4
Bloc1s4	BLOC1S4
Cabyr	CABYR
Ppm1b	PPM1B
Vash2	VASH2
Edaradd	EDARADD
Rbbp8nl	RBBP8NL
Arfgap2	ARFGAP2
	DMPK
Zswim8	ZSWIM8
Pim2	PIM2
Foxl1	FOXL1
Ube4b	UBE4B
	BACE1
Elmod3	ELMOD3
	B9D1
Alkbh2	ALKBH2
Slc38a3	SLC38A3
Ube2d2a	UBE2D2
Ephx4	EPHX4
Or8d4	OR8D4
Camsap2	CAMSAP2
Odr4	ODR4
Ntng1	NTNG1
Gip	GIP
Hyal5	SPAM1
Cwc25	CWC25
Or51g2	OR51G2
Flrt3	FLRT3
Amt	AMT
Ube2a	UBE2A
Palm	PALM
Rsph4a	RSPH4A
D630039A03Rik	C9orf152
Fhip2a	FHIP2A
Csf2	CSF2
Bhlhe23	BHLHE23
Tada2a	TADA2A
Slc27a3	SLC27A3
	U2SURP
Lypd6	LYPD6
Ctrl	CTRL
Mthfd2	MTHFD2
Usp21	USP21
Kank1	KANK1
Aqp7	AQP7B
Aqp7	AQP7
Fzd9	FZD9
Zcrb1	ZCRB1
Usp20	USP20
Hp1bp3	
Rec114	REC114
Emx2	EMX2
Arntl	BMAL1
Ubqln1	UBQLN1
Tet2	TET2
Pgs1	PGS1
Wdr54	WDR54
Lsm7	LSM7
Or51e2	OR51E2
Ankdd1a	ANKDD1A
Akr1b1	AKR1B1
Krt222	KRT222
Oxld1	OXLD1
Leng1	LENG1
Stxbp2	STXBP2
	OR52E1
Edil3	EDIL3
Tmem68	TMEM68
Npm1	NPM1
Tmem209	TMEM209
Apba1	APBA1
	CLDN20
Slc38a1	SLC38A1
Shmt1	SHMT1
Tmem214	TMEM214
Gria3	GRIA3
Glb1l2	GLB1L2
Zdhhc2	ZDHHC2
Lmod1	LMOD1
Cdcp1	CDCP1
Ppp1r3f	PPP1R3F
Esyt3	ESYT3
Utp4	UTP4
	AKTIP
Sag	SAG
Ctdnep1	CTDNEP1
Chrna9	CHRNA9
Hs2st1	HS2ST1
Atp2b1	ATP2B1
	SERPINB4
	SERPINB3
Zfp335	ZNF335
Thra	THRA
Arhgap36	ARHGAP36
Thbs4	THBS4
Alkbh3	ALKBH3
Rgs21	RGS21
Btn1a1	BTN1A1
Cldn9	CLDN9
Rtl5	RTL5
Pacc1	PACC1
Slc35f2	SLC35F2
D030056L22Rik	C9orf40
Or51ah3	
Rad23a	RAD23A
Rab35	RAB35
Rspry1	RSPRY1
Or7g32	OR7G2
Acy1	ACY1
Adarb1	ADARB1
Tmem259	TMEM259
Abhd16b	ABHD16B
Zfp652	ZNF652
	GTF2H1
Abhd17b	ABHD17B
Cfap119	CFAP119
Rhbg	RHBG
Ap1g2	AP1G2
	ANKRD62
	RPL14
Kbtbd3	KBTBD3
Cnr2	CNR2
Spn	SPN
Ly6g6d	LY6G6D
Ddit4l	DDIT4L
Evpl	EVPLL
Evpl	EVPL
Scg3	SCG3
Fah	FAH
	FHOD3
Kprp	KPRP
Plpp2	PLPP2
Mrpl35	MRPL35
Lrwd1	LRWD1
Wdr7	WDR7
Slx9	SLX9
BC028528	C1orf54
Hoxb4	HOXB4
Rnf180	RNF180
Ccdc39	CCDC39
Ncapg2	NCAPG2
Nr4a2	NR4A2
	ADGRF3
Foxc2	FOXC2
	CCM2L
Nol11	NOL11
4933403O08Rik	
Paqr5	PAQR5
Ttf1	TTF1
Tceanc	TCEANC
	TNFRSF14
Odf1	ODF1
Irf2	IRF2
Or51h5	
Ect2	ECT2
	OR10G9
	OR10G4
	OR10G7
	OR10G8
Ubxn6	UBXN6
Polr1f	POLR1F
Stx1b	STX1B
Meaf6	MEAF6
Dclk3	DCLK3
Xkr8	XKR8
Abt1	ABT1
	ZNF202
Otc	OTC
Eno4	ENO4
Usp39	USP39
Klk13	KLK13
Zic3	ZIC3
Elmod1	ELMOD1
Lgals8	LGALS8
Klhl36	KLHL36
Cltrn	CLTRN
Drc7	DRC7
	PEBP1
Myb	MYB
Rsf1	RSF1
F2	F2
Dbt	DBT
Zfp213	ZNF213
Ptn	PTN
Stk25	STK25
Or10d1b	
Gcsam	GCSAM
Dnajc5	DNAJC5
	SQOR
Kif4	KIF4A
Cdkl5	CDKL5
Chst3	CHST3
Isg15	ISG15
Or52d13	
Cpa2	CPA2
Gldc	GLDC
Gab1	GAB1
Srfbp1	SRFBP1
Hmgn1	
Pglyrp1	PGLYRP1
Bst1	BST1
	WFDC8
Ost4	OST4
	OR1F1
Mmd	MMD
Sh3bp5l	SH3BP5L
B4galnt3	B4GALNT3
Mrpl46	MRPL46
Gldn	GLDN
Cpxm2	CPXM2
Atp2b2	ATP2B2
Tyw5	TYW5
Mrc1	MRC1
	SEC23B
Apoo	APOO
Mgat2	MGAT2
Ccdc50	CCDC50
Vmac	VMAC
Pafah1b3	PAFAH1B3
Lnx2	LNX2
Il4	IL4
Osgin2	OSGIN2
Slc6a7	SLC6A7
	PSME3
Acap2	ACAP2
Mrps28	MRPS28
Fstl5	FSTL5
Celf1	CELF1
Sgk1	SGK1
Gm15056	
Cdipt	CDIPT
Grin2a	GRIN2A
Or13j1	OR13J1
Prox1	PROX1
Cacng6	CACNG6
	USP11
AI593442	C11orf87
Sez6l	SEZ6L
Baat	BAAT
Vangl1	VANGL1
Rtl9	RTL9
Atp1a2	ATP1A2
Nup50	NUP50
Or52k2	OR52K1
Exoc5	EXOC5
Ccdc66	CCDC66
Tmem265	
Alg2	ALG2
Slbp	SLBP
Ankrd23	ANKRD23
Carnmt1	CARNMT1
Or8b56	
Cenpb	CENPB
Epn3	EPN3
Itfg2	ITFG2
Rad51d	RAD51D
Spink7	SPINK7
Il22ra2	IL22RA2
Specc1	SPECC1
Hirip3	HIRIP3
Nt5el	
	PITHD1
Slc18a2	SLC18A2
Krt26	KRT26
Cntn4	CNTN4
Pax6	PAX6
	UNC13D
Pgrmc1	PGRMC1
Or51l14	
Scaf8	SCAF8
	NIPA1
Minpp1	MINPP1
Acd	ACD
Musk	MUSK
	PAGR1
Actr3b	ACTR3C
Actr3b	ACTR3B
Pcid2	PCID2
	ARNT
Fgd4	FGD4
Rpe65	RPE65
	STARD6
Slc25a16	SLC25A16
Fam169b	
Albfm1	
	PPIA
Htr2c	HTR2C
Septin1	SEPTIN1
Rps4l	
Or51s1	OR51S1
Pecr	PECR
Ap4b1	AP4B1
Il20ra	IL20RA
Pard6g	PARD6G
Psmb7	PSMB7
Adamts5	ADAMTS5
Mrpl54	MRPL54
Srsf5	SRSF5
	DYNLL1
Cln6	CLN6
Aifm2	AIFM2
Sel1l3	SEL1L3
Trim61	TRIM61
Shoc1	SHOC1
Cibar1	CIBAR1
Cep70	CEP70
Sap25	SAP25
Spon2	SPON2
Orai3	ORAI3
Pcdh19	PCDH19
3110082I17Rik	C7orf50
Smap1	SMAP1
Abca7	ABCA7
Auh	AUH
Ndufc2	NDUFC2
Pla2g12b	PLA2G12B
B3gnt4	B3GNT4
Prim2	PRIM2
Ahi1	AHI1
Sugct	SUGCT
Mab21l3	MAB21L3
	IRF1
Sdf4	SDF4
Pacsin3	PACSIN3
Hnf1b	HNF1B
Itgbl1	ITGBL1
Pgm2	PGM2
Foxl3	FOXL3
Lpin2	LPIN2
Onecut2	ONECUT2
	TMC1
	NKTR
Hpdl	HPDL
AI597479	C2orf49
Nudt3	NUDT3
Mea1	MEA1
Copa	COPA
Cth	CTH
Vapb	VAPB
Dclre1a	DCLRE1A
Cfap95	CFAP95
B3gat1	B3GAT1
Slco4a1	SLCO4A1
	VWA3B
	OR52A5
	OR52A1
Gmps	GMPS
Epha2	EPHA2
Fus	FUS
Aasdh	AASDH
Pfn4	PFN4
Srpk2	SRPK2
	PEX13
Medag	MEDAG
Slc4a1	SLC4A1
Gnb3	GNB3
Btbd9	BTBD9
Serpina1	SERPINA1
Slc39a5	SLC39A5
Prkg1	PRKG1
Gp5	GP5
Nkain2	NKAIN2
	RAPGEF5
Hexa	HEXA
Or51p1	
Coro2b	CORO2B
Mtch2	MTCH2
Glcci1	GLCCI1
Wdr89	WDR89
	RNF125
Baiap3	BAIAP3
Ppp1r17	PPP1R17
Ube4a	UBE4A
Heatr6	HEATR6
Pgc	PGC
Mrgprh	
Wdfy2	WDFY2
Prkcsh	PRKCSH
	RPS8
Arrdc1	ARRDC1
Jrk	JRK
Tnfrsf1b	TNFRSF1B
9930021J03Rik	KIAA2026
Zfp768	ZNF768
Dnajc15	DNAJC15
Mocs1	MOCS1
Cryzl1	CRYZL1
Adat1	ADAT1
Gpr160	GPR160
Gp9	GP9
	CRISP3
Serinc5	SERINC5
Samd3	SAMD3
Kank3	KANK3
L3mbtl3	L3MBTL3
Bpifa6	
Kcnj15	KCNJ15
Arl6ip5	ARL6IP5
Yaf2	YAF2
	SERPINB1
Ldlrad3	LDLRAD3
	KCNK13
Elk3	ELK3
Lrrc66	LRRC66
Ap5z1	AP5Z1
Txndc15	TXNDC15
Sp6	SP6
Ei24	EI24
Gpr6	GPR6
Mtmr10	MTMR10
Bcl2l11	BCL2L11
Rap1gap	RAP1GAP
Tmem151b	TMEM151B
Ufc1	UFC1
Fank1	FANK1
	STUB1
Dcun1d2	DCUN1D2
Kcnrg	KCNRG
Gsta4	
	ALDH1A1
Map4k3	MAP4K3
Agxt	AGXT
	GMFB
Ccnt2	CCNT2
Dnajb8	DNAJB8
Mgst2	MGST2
Zfp251	ZNF251
	VPS37A
Carf	CARF
Kbtbd4	KBTBD4
Cox20	COX20
Zfp12	ZNF12
Ppp2ca	PPP2CA
Anxa4	ANXA4
Cldn22	
Otud1	OTUD1
Anxa11	ANXA11
Aloxe3	ALOXE3
Wtip	WTIP
Acsl4	ACSL4
Sh3d19	SH3D19
Gda	GDA
Polh	POLH
Mc1r	MC1R
	OR4A16
Mcpt4	
Il5	IL5
Smad4	SMAD4
Zfp811	
Sesn3	SESN3
Psma2	PSMA2
2610028H24Rik	C21orf58
Arhgef40	ARHGEF40
Dynlt4	DYNLT4
Haus1	HAUS1
Pigb	PIGB
Vwf	VWF
Slc25a11	SLC25A11
Alk	ALK
Prep	PREP
Efs	EFS
Fancd2os	FANCD2OS
	CNOT1
Gbe1	GBE1
Pum3	PUM3
Nop58	NOP58
Wapl	WAPL
Rnf216	RNF216
Cacng4	CACNG4
Zfp128	ZNF8
	APOL2
	APOL4
	APOL3
	APOL1
Zfp638	ZNF638
Ext2	EXT2
Cltc	CLTC
Synj1	SYNJ1
H2ax	H2AX
Cxcr5	CXCR5
Nek5	NEK5
Fbn2	FBN2
Sumo3	SUMO3
Gabarap	GABARAP
	PLEKHJ1
Slc1a3	SLC1A3
Paqr7	PAQR7
	ZRSR2
Rnf40	RNF40
	ITGA1
	MFSD10
Ube2q1	UBE2Q1
Map4k4	MAP4K4
Slc12a2	SLC12A2
Tmem230	TMEM230
	RANBP10
Ints8	INTS8
Asic4	ASIC4
Lrr1	LRR1
Acp6	ACP6
Tmem198b	
Dennd5b	DENND5B
Pelo	PELO
Eif2s2	EIF2S2
Efhb	EFHB
Foxj1	FOXJ1
Trpc4ap	TRPC4AP
Herc4	HERC4
Heatr5a	HEATR5A
Cobll1	COBLL1
Wdr13	WDR13
Smoc2	SMOC2
Gng7	GNG7
F3	F3
Celf2	CELF2
	NDEL1
Zkscan3	ZKSCAN4
Sema4f	SEMA4F
Isl1	ISL1
	TMEM139
Tmem231	TMEM231
	PPHLN1
Kif5c	KIF5C
Cryba2	CRYBA2
Cdin1	CDIN1
Ppp1r8	PPP1R8
Clec1a	CLEC1A
Man2a1	MAN2A1
Lrrc3c	LRRC3C
P2ry4	P2RY4
Arpin	ARPIN
Bhlhe40	BHLHE40
Pafah2	PAFAH2
Cd3e	CD3E
Ino80e	INO80E
	VPS26A
Ndufaf7	NDUFAF7
Tnfrsf8	TNFRSF8
Trib1	TRIB1
	PKN2
Sri	SRI
Dbil5	
Calb1	CALB1
Tekt5	TEKT5
	ANKRD11
	HAMP
Bhlha9	BHLHA9
Tmem91	TMEM91
Esyt1	ESYT1
Tbc1d10b	TBC1D10B
Megf9	MEGF9
Chek2	CHEK2
	PCNX3
Ap1m1	AP1M1
	TRMT112
Nmnat1	NMNAT1
Clec7a	CLEC7A
	ZSCAN21
Nol4	NOL4
	EIF1
Kctd13	KCTD13
Zscan22	ZSCAN22
Pdzk1	PDZK1
Pcbp1	PCBP1
Fmo4	FMO4
Camkmt	CAMKMT
Plaat1	PLAAT1
Kif23	KIF23
Fam110c	FAM110C
Caps2	CAPS2
A530016L24Rik	C14orf180
Lingo3	LINGO3
Tnnt2	TNNT2
Ambn	AMBN
	KPNA5
Fscn2	FSCN2
	RPL32
Smad6	SMAD6
	VWDE
Ube2o	UBE2O
Babam2	BABAM2
Krt9	KRT9
Mvp	MVP
Coq9	COQ9
	STK36
Sirt5	SIRT5
Vat1	VAT1
Triml1	TRIML1
Fam210a	FAM210A
Fgf12	FGF12
Hrh1	HRH1
Tgs1	TGS1
Nup160	NUP160
	CD247
Ampd3	AMPD3
She	SHE
Ibtk	IBTK
	VPS4B
	TPGS2
Fam78a	FAM78A
Sgca	SGCA
Anapc16	ANAPC16
Cr2	CR2
Msantd4	MSANTD4
Ccdc97	CCDC97
Nbeal2	NBEAL2
Dgat2	DGAT2
Anxa1	ANXA1
Spint2	SPINT2
Bola2	BOLA2
Bola2	BOLA2B
Eid1	EID2
Eid1	EID2B
Trmt10c	TRMT10C
Hivep2	HIVEP2
Mrps22	MRPS22
St14	ST14
Akip1	AKIP1
Slc38a2	SLC38A2
Gpr65	GPR65
Rbm46	RBM46
Trhr	TRHR
	REG1B
Wrnip1	WRNIP1
Siglece	SIGLEC8
Siglece	SIGLEC12
Siglece	SIGLEC9
Siglece	SIGLEC7
Arih2	ARIH2
Ncam2	NCAM2
	AK4P3
	AK4
	FAM133A
	CT47A2
	CT47A11
	CT47A10
	CT47A1
	CT47A6
	CT47A4
	CT47A9
	CT47B1
	CT47A8
	CT47A5
	CT47A7
	CT47A3
	CT47A12
	CT47C1
Adipor2	ADIPOR2
Syt10	SYT10
	MREG
Stxbp6	STXBP6
Atg3	ATG3
Arl6ip1	ARL6IP1
Otogl	OTOGL
Cmklr2	CMKLR2
Ckm	CKM
	PHF12
Srpk3	SRPK3
Dicer1	DICER1
Tmem229b	TMEM229B
Cyp3a13	CYP3A7
Cyp3a13	CYP3A4
Cyp3a13	CYP3A43
Cyp3a13	CYP3A5
Plekhg5	PLEKHG5
Mfsd12	MFSD12
Ccdc191	CCDC191
Cryba1	CRYBA1
Sin3b	SIN3B
Ccnq	CCNQ
Zfp672	ZNF672
Eif3e	EIF3E
Mios	MIOS
Src	SRC
Nmrk1	NMRK1
Cntrob	CNTROB
Rims3	RIMS3
	OGFRL1
Fam169a	FAM169A
	PPEF2
Hps4	HPS4
Lctl	LCTL
Cadm2	CADM2
Zscan29	ZSCAN29
Fam3a	FAM3A
Or2c1	OR2C1
Chit1	CHIT1
Crygc	CRYGC
Prr16	PRR16
Gxylt1	GXYLT1
Cd47	CD47
Rnf122	RNF122
Tmprss7	TMPRSS7
Snx22	SNX22
Pi4ka	PI4KA
Thegl	SPMAP2L
Vps39	VPS39
Ubr2	UBR2
Slc39a9	SLC39A9
Slc4a5	SLC4A5
Hspg2	HSPG2
Masp1	MASP1
Dennd1b	DENND1B
Cdh17	CDH17
	NDUFA12
Ssu72	SSU72
Rfx3	RFX3
	MMP1
Mark4	MARK4
Ubac1	UBAC1
Ano6	ANO6
Atp2b3	ATP2B3
Oas2	OAS2
Zfp488	ZNF488
Inf2	INF2
Irx6	IRX6
Araf	ARAF
Man2b2	MAN2B2
Vps16	VPS16
Ntmt1	NTMT1
Tysnd1	TYSND1
Armc3	ARMC3
Gli3	GLI3
Asap1	ASAP1
Myadml2	MYADML2
Ptpn1	PTPN1
Cldn16	CLDN16
Rassf4	RASSF4
Traf7	TRAF7
Scrn2	SCRN2
Apcdd1	APCDD1
Tnfaip8l1	TNFAIP8L1
Fam131b	FAM131B
Ddit4	DDIT4
Syde1	SYDE1
Itgad	ITGAD
Stxbp1	STXBP1
Jak1	JAK1
	IL33
Lama2	LAMA2
H1f10	H1-10
	NAT10
Brinp3	BRINP3
	CDKL3
Mal	MAL
Actrt2	ACTRT2
	POLR3K
Ndufs3	NDUFS3
Dbr1	DBR1
Dmrt2	DMRT2
Arvcf	ARVCF
Wnt7b	WNT7B
Or1e19	
P2rx1	P2RX1
Pigp	PIGP
Xxylt1	XXYLT1
Oaf	OAF
	VDAC3
Prss23	PRSS23
	PRUNE2
	CLEC4A
Kif1a	KIF1A
Stum	STUM
Tmem101	TMEM101
Hmox2	HMOX2
	MRPL42
Zfp346	ZNF346
	PRDM11
Rbfa	RBFA
	FKBP1A
Dhcr24	DHCR24
Taf1c	TAF1C
	SREK1
Tango6	TANGO6
Ephx3	EPHX3
Ndnf	NDNF
Hhatl	HHATL
	SPRY3
Mblac1	MBLAC1
Ppp1r10	PPP1R10
Tubgcp4	TUBGCP4
Mtrr	MTRR
Ppt2	PPT2
Rrm1	RRM1
Klf2	KLF2
Sergef	SERGEF
Nr4a3	NR4A3
Vav2	VAV2
	THOC5
	KRTAP3-2
	KRTAP3-3
	C9orf57
	OR5K4
Rnf182	RNF182
Angel2	ANGEL2
Tjp3	TJP3
Foxe3	FOXE3
	NYX
Tgfb2	TGFB2
Med25	MED25
Bcan	BCAN
Sphk1	SPHK1
Mtf1	MTF1
Cemip2	CEMIP2
Top2a	TOP2A
Kcnip3	KCNIP3
Tesk1	TESK1
Nsfl1c	NSFL1C
Adamts14	ADAMTS14
	KIAA1671
Cd207	CD207
Scin	SCIN
Ctxn3	CTXN3
Gal3st4	GAL3ST4
Cst8	CST8
Stxbp4	STXBP4
Fam83e	FAM83E
	ZZZ3
Meis2	MEIS2
Sh3rf2	SH3RF2
Slc8a2	SLC8A2
Vax1	VAX1
Iqck	IQCK
	H2AZ1
	POLR2E
Far1	FAR1
Ccnl1	CCNL1
Ago3	AGO3
	NAA25
Mtln	MTLN
Cpox	CPOX
Ifi209	PYHIN1
Ifi209	IFI16
Krtap3-1	KRTAP3-1
Kif19b	
Pogz	POGZ
Apol6	APOL6
Irs4	IRS4
Efhc1	EFHC1
Tnnc2	TNNC2
	USP48
Nup62cl	NUP62CL
Arhgef16	ARHGEF16
Zfp426	ZNF426
Ap4m1	AP4M1
	ABLIM1
Traf4	TRAF4
Smc5	SMC5
Tgm1	TGM1
Pgpep1l	PGPEP1L
Samd14	SAMD14
Parp3	PARP3
Cd2bp2	CD2BP2
	AP5S1
Ripor3	RIPOR3
Zfp185	ZNF185
Ten1	TEN1
Med13	MED13
Col24a1	
Dusp15	DUSP15
	MORF4L1
2510009E07Rik	C3orf70
Gm29797	C20orf204
L3mbtl1	L3MBTL1
Dynlrb2	DYNLRB2
Myd88	MYD88
Bcl11a	BCL11A
Cracr2a	CRACR2A
Selenoi	SELENOI
Sox5	SOX5
Klhdc7a	KLHDC7A
Pdcd7	PDCD7
	ATP5ME
	DEFB4A
	DEFB4B
Smo	SMO
Ddb2	DDB2
	SRCAP
Hykk	HYKK
Opn3	OPN3
Rogdi	ROGDI
Kmt2e	KMT2E
Drd3	DRD3
Cebpd	CEBPD
	KLRB1
Ctrb1	CTRB1
Ctrb1	CTRB2
Or4a2	
Aoc3	AOC3
	NUP58
Fbxo36	FBXO36
Casp1	CASP1
Casp1	CARD16
Zfp35	
Wnt8a	WNT8A
Entrep1	ENTREP1
Ints11	INTS11
Polr3b	POLR3B
Ocln	OCLN
Neurl2	NEURL2
Lmod3	LMOD3
Dcxr	DCXR
Fam43a	FAM43A
Ppid	PPID
Ak8	AK8
Uqcrc1	UQCRC1
Ap3m2	AP3M2
	CZIB
Hdhd3	HDHD3
Cd38	CD38
Purg	PURG
Synpo	SYNPO
Sh2d2a	SH2D2A
Dnajb12	DNAJB12
Tbc1d32	TBC1D32
Rab9b	RAB9B
Ctnnbip1	CTNNBIP1
Samd11	SAMD11
Or3a10	
Aldh1a1	ALDH1A1
Iftap	IFTAP
Spg11	SPG11
	SPON1
Six2	SIX2
Serpinf2	SERPINF2
Rufy1	RUFY1
Or7g30	
	ACTR6
Kif22	KIF22
Ddx49	DDX49
Naa30	NAA30
	DEFB106B
	DEFB106A
Kremen2	KREMEN2
Rbsn	RBSN
Aff1	AFF1
Gna14	GNA14
Eomes	EOMES
Pou3f2	POU3F2
Trpc1	TRPC1
Ankrd40	ANKRD40
Marchf9	MARCHF9
	CATSPERG
Cnn3	CNN3
	CENPN
Or4c10b	OR4C13
Or4c10b	OR4C46
Manf	MANF
Jak3	JAK3
Foxi3	FOXI3
Lrp6	LRP6
Upk3b	UPK3B
Amigo3	AMIGO3
Csmd1	CSMD1
Cpne9	CPNE9
Smn1	SMN2
Smn1	SMN1
Gnaq	
Stk32b	STK32B
Noxred1	NOXRED1
Trp53i11	TP53I11
Rpp40	RPP40
S100a1	S100A1
	ZNF629
Ndst3	NDST3
Thoc1	THOC1
Scamp3	SCAMP3
Jph3	JPH3
Abhd6	ABHD6
Tnip1	TNIP1
Imp3	IMP3
Rpusd4	RPUSD4
Adm	ADM
Mocos	MOCOS
Tut4	TUT4
Gusb	GUSB
Ppp4c	PPP4C
Polr2k	POLR2K
Gm32742	
Rpp25	RPP25
Pxdn	PXDN
Mat2b	MAT2B
Cep78	CEP78
	MED10
Paqr6	PAQR6
Kdm7a	KDM7A
Or4c125	
AI854703	
Scamp4	SCAMP4
Mtrfr	MTRFR
Vgll3	VGLL3
Epm2aip1	EPM2AIP1
AI467606	C16orf54
Mtap	MTAP
Usp12	USP12
Umps	UMPS
Cks2	CKS2
Iqcf1	IQCF1
	TMCC1
R3hdm1	R3HDM1
Rnf222	RNF222
Ehd2	EHD2
C3ar1	C3AR1
Rin2	RIN2
Trap1	TRAP1
Bsg	BSG
Terb1	TERB1
Plppr1	PLPPR1
Epb42	EPB42
Mknk2	MKNK2
D430041D05Rik	KIAA1549L
Crebbp	CREBBP
Cldn13	CLDN4
Eps15l1	EPS15L1
Selenot	SELENOT
Dennd2d	DENND2D
Klf9	KLF9
Dmrtc1b	
Gng13	GNG13
Slc36a3	SLC36A3
	PDCD6
Alox12b	ALOX12B
Apela	
Inpp5f	INPP5F
Adarb2	ADARB2
Ormdl2	ORMDL2
	OR5B3
Gart	GART
Antxr2	ANTXR2
Mthfd1	MTHFD1
Dnah11	DNAH11
Loxhd1	LOXHD1
Grm3	GRM3
Fam149b	FAM149B1
Zfp777	ZNF777
Or5b24	
Odf3l2	CIMAP1D
Adra2c	ADRA2C
Hapln3	HAPLN3
Ebi3	EBI3
Vamp5	VAMP5
Grin2b	GRIN2B
Slc3a1	SLC3A1
	RABGGTB
Fam170a	FAM170A
Tmem192	TMEM192
Col3a1	COL3A1
Keg1	
	GTF2H2
